drugbank_id	name	z_score_pan	z_score_sars	z_score_mers	z_score_ibv	z_score_mhv	p_value_pan	p_value_sars	p_value_mers	p_value_ibv	p_value_mhv
DB01217	Anastrozole	0.107	0.289	0.817	-0.948	-0.222	0.532	0.53	0.668	0.159	0.478
DB05773	Trastuzumab emtansine	0.109	0.414	1.004	0.143	-0.351	0.668	0.747	0.786	0.459	0.31
DB06366	Pertuzumab	0.109	0.414	1.004	0.143	-0.351	0.668	0.747	0.786	0.459	0.31
DB07073	"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one"	0.109	0.278	0.731	0.709	-0.589	0.585	0.612	0.646	0.534	0.205
DB07503	"(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE"	0.109	0.278	0.731	0.709	-0.589	0.585	0.612	0.646	0.534	0.205
DB03383	5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide	0.112	0.715	0.588	0.55	-1.3	0.532	0.734	0.583	0.457	0.059
DB03597	Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	0.112	0.672	-0.049	0.028	-0.858	0.593	0.832	0.347	0.272	0.089
DB04530	"S,S-(2-Hydroxyethyl)Thiocysteine"	0.113	-0.167	-0.368	0.206	0.352	0.464	0.347	0.258	0.488	0.564
DB07812	"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide"	0.114	-0.065	1.333	0.158	0.273	0.449	0.389	0.915	0.452	0.509
DB01880	"3,4-Dihydroxycinnamic Acid"	0.116	-0.032	0.681	-0.798	-0.063	0.51	0.424	0.642	0.157	0.393
DB01074	Perhexiline	0.117	0.332	0.694	0.858	-0.449	0.484	0.584	0.671	0.753	0.241
DB06623	Flupirtine	0.118	-0.741	1.482	1.826	0.378	0.448	0.153	0.899	0.965	0.596
DB00191	Phentermine	0.119	0.767	0.178	-0.11	-0.993	0.631	0.834	0.467	0.225	0.07
DB06973	"4,4'-PROPANE-2,2-DIYLDIPHENOL"	0.125	0.408	-1.508	0.756	-0.031	0.446	0.617	0.043	0.708	0.379
DB00949	Felbamate	0.127	0.547	0.106	0.235	-0.423	0.634	0.768	0.415	0.349	0.257
DB07290	(2R)-2-{[(4-FLUORO-3-METHYLPHENYL)SULFONYL]AMINO}-N-HYDROXY-2-TETRAHYDRO-2H-PYRAN-4-YLACETAMIDE	0.131	-0.5	-1.52	1.675	1.478	0.515	0.267	0.027	0.901	0.905
DB09010	Carmofur	0.131	0.153	0.128	0.626	-0.196	0.508	0.544	0.314	0.653	0.325
DB02153	3-sulfino-L-alanine	0.132	0.449	1.02	-0.384	-0.113	0.516	0.617	0.762	0.285	0.372
DB09274	Artesunate	0.132	0.309	-0.983	0.567	0.267	0.46	0.56	0.117	0.649	0.51
DB00598	Labetalol	0.134	0.483	-1.307	0.535	-1.628	0.528	0.626	0.051	0.595	0.046
DB09085	Tetracaine	0.135	-0.904	1.852	1.799	-0.182	0.523	0.154	0.937	0.975	0.343
DB02659	Cholic Acid	0.136	1.118	1.361	0.452	-1.09	0.504	0.849	0.866	0.587	0.112
DB08483		0.138	-0.066	1.275	1.622	-0.716	0.514	0.407	0.875	0.87	0.196
DB07307	N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide	0.141	-0.355	-0.597	1.333	0.025	0.463	0.266	0.138	0.877	0.418
DB09073	Palbociclib	0.142	-0.123	0.885	-1.304	-0.01	0.507	0.392	0.735	0.063	0.436
DB00110	Palivizumab	0.143	0.086	0.078	-0.411	1.068	0.507	0.485	0.365	0.25	0.822
DB01171	Moclobemide	0.143	0.214	-1.497	-0.449	0.718	0.464	0.506	0.029	0.237	0.749
DB00056	Gemtuzumab ozogamicin	0.144	-0.053	-0.101	-0.165	1.246	0.51	0.402	0.288	0.338	0.86
DB00412	Rosiglitazone	0.144	0.158	0.559	0.409	0.062	0.517	0.521	0.586	0.606	0.439
DB06207	Silodosin	0.145	0.184	0.913	0.419	-0.916	0.549	0.539	0.719	0.392	0.123
DB03084	"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine"	0.148	-0.133	0.55	0.54	-0.064	0.468	0.368	0.355	0.605	0.346
DB08010	"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime"	0.148	-0.133	0.55	0.54	-0.064	0.468	0.368	0.355	0.605	0.346
DB08015	"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime"	0.148	-0.133	0.55	0.54	-0.064	0.468	0.368	0.355	0.605	0.346
DB00470	Dronabinol	0.149	0.108	0.347	0.662	-0.329	0.548	0.519	0.536	0.667	0.295
DB07253	"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine"	0.149	0.214	0.453	0.579	0.018	0.468	0.506	0.367	0.637	0.373
DB01200	Bromocriptine	0.151	-0.305	1.619	1.224	-0.267	0.509	0.319	0.934	0.883	0.317
DB07702	17alpha-Estriol	0.156	0.359	-0.19	0.861	-1.432	0.465	0.601	0.345	0.735	0.047
DB02983	Para-Mercury-Benzenesulfonic Acid	0.158	0.536	-0.863	1.346	-1.149	0.532	0.812	0.16	0.867	0.074
DB06940	"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide"	0.158	0.021	0.51	0.47	-0.134	0.49	0.417	0.338	0.591	0.312
DB06991	"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide"	0.158	0.021	0.51	0.47	-0.134	0.49	0.417	0.338	0.591	0.312
DB07834	"N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide"	0.158	0.021	0.51	0.47	-0.134	0.49	0.417	0.338	0.591	0.312
DB07941	PH-797804	0.158	0.021	0.51	0.47	-0.134	0.49	0.417	0.338	0.591	0.312
DB07943	2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol	0.158	0.021	0.51	0.47	-0.134	0.49	0.417	0.338	0.591	0.312
DB08044	ABT-341	0.158	0.404	0.312	0.062	-0.251	0.709	0.773	0.505	0.298	0.332
DB00073	Rituximab	0.159	-0.072	-0.001	-0.174	1.23	0.533	0.391	0.321	0.341	0.859
DB00078	Ibritumomab tiuxetan	0.159	-0.072	-0.001	-0.174	1.23	0.533	0.391	0.321	0.341	0.859
DB00635	Prednisone	0.16	0.218	-1.008	-0.778	0.539	0.477	0.535	0.125	0.163	0.658
DB05015	Belinostat	0.16	0.379	0.794	-0.197	0.747	0.478	0.605	0.653	0.366	0.754
DB01115	Nifedipine	0.164	-1.197	0.565	1.92	0.093	0.514	0.1	0.745	0.985	0.48
DB07453	2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE	0.164	-0.034	-1.394	-0.223	0.702	0.478	0.378	0.048	0.307	0.695
DB00518	Albendazole	0.165	0.884	0.001	0.336	-0.824	0.477	0.808	0.409	0.549	0.122
DB06789	Hydroxyprogesterone caproate	0.165	-0.054	0.429	0.001	-0.637	0.483	0.379	0.459	0.406	0.179
DB01229	Paclitaxel	0.166	0.006	0.548	0.299	-0.032	0.509	0.434	0.619	0.57	0.398
DB06168	Canakinumab	0.166	0.492	-0.039	-0.745	0.11	0.636	0.697	0.523	0.085	0.654
DB03082	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide	0.167	0.384	0.412	-0.018	0.153	0.525	0.603	0.452	0.335	0.471
DB00087	Alemtuzumab	0.169	0.174	-0.249	-0.386	1.415	0.51	0.496	0.242	0.258	0.913
DB00482	Celecoxib	0.17	0.263	1.374	-0.519	-0.096	0.504	0.541	0.901	0.242	0.349
DB00922	Levosimendan	0.171	1.059	1.782	0.956	-1.645	0.617	0.874	0.919	0.76	0.028
DB00759	Tetracycline	0.172	0.401	1.019	-0.297	-0.568	0.629	0.711	0.912	0.274	0.214
DB01130	Prednicarbate	0.172	0.4	-0.965	-1.063	0.37	0.477	0.595	0.121	0.103	0.601
DB01250	Olsalazine	0.174	0.562	0.31	1.141	-1.097	0.52	0.662	0.436	0.746	0.083
DB02482	Phosphonothreonine	0.174	0.346	1.176	-0.558	0.468	0.485	0.577	0.746	0.208	0.646
DB01054	Nitrendipine	0.176	0.006	2.542	1.441	-0.176	0.531	0.409	0.981	0.916	0.343
DB00534	Chlormerodrin	0.179	0.428	1.251	-0.518	-0.274	0.704	0.692	0.84	0.256	0.592
DB07690		0.179	0.554	0.467	-0.129	-0.641	0.7	0.836	0.616	0.269	0.159
DB00682	Warfarin	0.18	1.262	-0.925	0.022	-1.424	0.525	0.867	0.121	0.397	0.061
DB00773	Etoposide	0.18	0.108	-1.73	-0.307	0.83	0.509	0.497	0.031	0.331	0.777
DB00235	Milrinone	0.182	0.925	1.22	-1.115	-1.106	0.609	0.857	0.83	0.065	0.071
DB00499	Flutamide	0.186	-0.005	-0.761	0.23	0.919	0.51	0.39	0.142	0.516	0.808
DB00640	Adenosine	0.186	0.48	-1.923	-0.45	-0.59	0.536	0.636	0.012	0.242	0.215
DB03088	Pidolic Acid	0.187	0.061	2.193	0.161	0.168	0.542	0.466	0.977	0.451	0.463
DB06283	Ziconotide	0.188	0.175	1.221	0.427	0.039	0.747	0.653	0.846	0.454	0.525
DB06144	Sertindole	0.189	-0.749	1.598	1.97	0.032	0.551	0.182	0.927	0.989	0.453
DB01094	Hesperetin	0.19	-0.74	0.606	1.338	0.191	0.5	0.159	0.615	0.89	0.491
DB00120	L-Phenylalanine	0.192	0.226	-0.139	-0.911	-0.534	0.537	0.519	0.276	0.127	0.229
DB00566	Succimer	0.192	-0.431	0.636	1.586	0.591	0.508	0.252	0.603	0.93	0.685
DB07556	N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE	0.194	-0.105	-0.817	0.234	1.08	0.534	0.408	0.118	0.454	0.826
DB00155	L-Citrulline	0.197	0.661	0.484	-0.03	-1.899	0.525	0.708	0.554	0.377	0.023
DB09014	Captodiame	0.198	0.288	2.498	0.638	-0.283	0.603	0.569	0.968	0.488	0.322
DB00250	Dapsone	0.199	0.51	1.387	0.369	-0.637	0.63	0.674	0.854	0.391	0.163
DB01864	5'-Guanosine-Diphosphate-Monothiophosphate	0.199	0.749	1.95	-0.716	-1.097	0.588	0.763	0.95	0.16	0.092
DB00722	Lisinopril	0.201	0.396	1.966	1.297	-0.142	0.668	0.689	0.935	0.872	0.397
DB03368	"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione"	0.201	0.252	-0.508	0.926	0.696	0.538	0.533	0.083	0.63	0.672
DB02596	"Alpha,Beta-Methyleneadenosine-5'-Triphosphate"	0.203	0.319	1.983	0.032	0	0.59	0.643	0.948	0.328	0.427
DB06151	Acetylcysteine	0.204	-0.747	-0.984	0.482	0.983	0.536	0.183	0.09	0.605	0.808
DB00092	Alefacept	0.205	0.043	0.131	-0.235	1.205	0.535	0.453	0.391	0.323	0.847
DB04739	4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE	0.205	0.615	0.57	-0.272	0	0.518	0.703	0.35	0.285	0.368
DB08325	2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE	0.207	0.028	-0.359	0.706	0.456	0.511	0.409	0.21	0.682	0.618
DB09143	Sonidegib	0.207	0.539	-0.311	-1.184	0.28	0.571	0.619	0.428	0.022	0.576
DB00308	Ibutilide	0.211	0.111	0.643	0.83	-0.242	0.56	0.474	0.634	0.68	0.302
DB03921	4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	0.211	-0.835	0.922	1.789	0.473	0.533	0.152	0.558	0.955	0.618
DB06732	beta-Naphthoflavone	0.211	0.288	0.847	0.288	-0.353	0.677	0.677	0.738	0.389	0.285
DB08351	N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide	0.214	-0.376	-0.314	0.612	0.545	0.51	0.246	0.214	0.667	0.652
DB08816	Ticagrelor	0.217	0.51	2.049	0.198	-0.479	0.747	0.823	0.941	0.39	0.228
DB00344	Protriptyline	0.219	1.013	-1.329	-0.123	-0.491	0.54	0.835	0.079	0.365	0.234
DB02519	Indirubin-5-Sulphonate	0.219	0.292	-1.063	0.491	0.498	0.514	0.546	0.071	0.599	0.616
DB00227	Lovastatin	0.222	0.117	-0.539	0.374	0.765	0.527	0.478	0.217	0.584	0.774
DB00618	Demeclocycline	0.222	0.68	-0.072	1.25	-0.162	0.529	0.733	0.391	0.865	0.33
DB08162	Fasudil	0.222	-1.021	0.043	-0.71	-0.126	0.52	0.091	0.42	0.183	0.384
DB00608	Chloroquine	0.223	-0.079	-1.107	0.945	-0.346	0.543	0.431	0.104	0.792	0.29
DB02309	5--Monophosphate-9-Beta-D-Ribofuranosyl Xanthine	0.223	0.317	1.64	0.533	-0.59	0.664	0.661	0.896	0.459	0.21
DB00261	Anagrelide	0.224	0.871	1.688	0.329	-1.021	0.69	0.856	0.918	0.401	0.071
DB00994	Neomycin	0.225	0.847	1.408	0.94	-1.251	0.655	0.841	0.859	0.765	0.047
DB08413	METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	0.228	0.138	1.554	0.29	-0.05	0.652	0.573	0.879	0.372	0.436
DB03766	Propanoic acid	0.229	0.102	1.194	0.463	-0.143	0.608	0.485	0.812	0.419	0.35
DB05260	Gallium nitrate	0.23	1.448	-1.414	-1.446	-0.707	0.586	0.913	0.053	0.053	0.178
DB00148	Creatine	0.231	-0.652	1.586	-0.173	-0.171	0.551	0.21	0.901	0.27	0.346
DB00605	Sulindac	0.232	0.03	1.788	0.205	0.223	0.521	0.422	0.958	0.509	0.509
DB00445	Epirubicin	0.236	0.759	-0.879	-2.117	-0.408	0.51	0.762	0.15	0.022	0.268
DB00268	Ropinirole	0.238	-0.637	2.522	1.963	0.248	0.56	0.218	0.988	0.98	0.507
DB07232	Veliparib	0.238	0.975	-1.501	-1.433	1.32	0.563	0.819	0.025	0.041	0.866
DB07330	trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium	0.238	0.975	-1.501	-1.433	1.32	0.563	0.819	0.025	0.041	0.866
DB00379	Mexiletine	0.239	1.105	1.681	0.847	-0.06	0.54	0.884	0.938	0.765	0.397
DB02379	Beta-D-Glucose	0.241	0.103	3.661	-1.241	-0.241	0.55	0.472	1	0.074	0.321
DB05332	Romiplostim	0.241	0.391	0.419	-0.381	-0.14	0.544	0.547	0.587	0.47	0.485
DB01014	Balsalazide	0.243	0.675	1.711	0.331	-1.25	0.547	0.715	0.926	0.473	0.074
DB09078	Lenvatinib	0.246	0.56	0.01	0.766	-0.48	0.547	0.703	0.322	0.721	0.265
DB00893	Iron Dextran	0.247	0.883	0.183	0.508	-0.398	0.55	0.765	0.194	0.527	0.267
DB00316	Acetaminophen	0.248	0.212	1.722	-2.137	-1.712	0.562	0.504	0.924	0.021	0.032
DB01809	"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine"	0.248	0.666	1.494	-0.063	-1.142	0.55	0.743	0.848	0.408	0.078
DB04820	Nialamide	0.249	0.394	-0.188	0.653	0.131	0.662	0.709	0.539	0.622	0.486
DB00645	Dyclonine	0.25	0.465	-0.363	0.155	0.539	0.54	0.625	0.268	0.476	0.656
DB01327	Cefazolin	0.251	0.318	0.608	1.244	0.142	0.581	0.597	0.611	0.822	0.488
DB08029	N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide	0.253	0.064	0.033	0.605	0.213	0.558	0.454	0.344	0.499	0.482
DB07929	"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE"	0.254	0.652	1.624	0.595	-0.974	0.666	0.808	0.92	0.512	0.118
DB11616	Pirarubicin	0.266	0.552	-0.844	0.718	0.473	0.539	0.669	0.145	0.702	0.63
DB00248	Cabergoline	0.267	-0.185	1.764	1.831	-0.595	0.566	0.372	0.937	0.968	0.22
DB00688	Mycophenolate mofetil	0.272	0.641	-2.216	-0.765	1.113	0.523	0.72	0.015	0.155	0.874
DB04839	Cyproterone acetate	0.272	0.402	-1.085	-1.001	0.602	0.566	0.628	0.097	0.093	0.683
DB07266	"8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one"	0.272	0.36	0.435	-0.535	0.19	0.547	0.593	0.502	0.235	0.488
DB00284	Acarbose	0.273	0.694	1.958	-0.272	-1.01	0.716	0.81	0.943	0.24	0.073
DB05018	Migalastat	0.274	1.394	1.187	0.333	-2.62	0.559	0.9	0.812	0.476	0.004
DB00528	Lercanidipine	0.275	0.23	0.792	0.667	0.294	0.522	0.468	0.782	0.73	0.517
DB08462	N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE	0.275	0.929	1.211	0.343	-0.68	0.547	0.823	0.708	0.555	0.125
DB00309	Vindesine	0.276	0.492	-1.029	-0.54	0.953	0.564	0.628	0.064	0.199	0.818
DB00865	Benzphetamine	0.276	0.81	1.499	-0.153	-0.699	0.749	0.881	0.885	0.22	0.157
DB00028	Immune Globulin Human	0.278	0.387	-0.508	-0.942	0.155	0.568	0.602	0.12	0.138	0.439
DB00580	Valdecoxib	0.278	0.931	1.545	-0.746	-0.763	0.559	0.777	0.905	0.15	0.176
DB01099	Flucytosine	0.278	0.253	-0.812	-0.313	0.654	0.549	0.537	0.1	0.3	0.717
DB07995	N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE	0.279	0.433	-0.936	-1.255	0.316	0.558	0.627	0.137	0.082	0.549
DB00377	Palonosetron	0.282	0.853	0.564	0.654	-0.387	0.781	0.871	0.596	0.521	0.287
DB00757	Dolasetron	0.282	0.853	0.564	0.654	-0.387	0.781	0.871	0.596	0.521	0.287
DB00417	Phenoxymethylpenicillin	0.283	0.828	0.561	0.486	-0.141	0.737	0.856	0.576	0.464	0.397
DB07662	N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE	0.283	0.908	1.266	1.045	-1.084	0.552	0.823	0.755	0.811	0.099
DB09205	Moxisylyte	0.283	0.495	1.115	-1.072	0.184	0.487	0.577	0.696	0.218	0.46
DB11615		0.285	0.78	-0.761	-0.055	0.604	0.604	0.809	0.14	0.364	0.729
DB00009	Alteplase	0.288	0.295	0.14	0.296	-0.034	0.583	0.569	0.192	0.45	0.405
DB00015	Reteplase	0.288	0.295	0.14	0.296	-0.034	0.583	0.569	0.192	0.45	0.405
DB00029	Anistreplase	0.288	0.295	0.14	0.296	-0.034	0.583	0.569	0.192	0.45	0.405
DB00427	Triprolidine	0.288	0.452	1.425	1.014	0.118	0.704	0.709	0.854	0.68	0.486
DB00385	Valrubicin	0.289	0.213	-0.558	-0.433	1.808	0.556	0.51	0.143	0.26	0.976
DB06480	Prucalopride	0.289	0.673	-0.083	0.306	-0.264	0.757	0.833	0.303	0.449	0.336
DB08165	indane-5-sulfonamide	0.289	0.795	0.693	-1.094	-0.729	0.687	0.854	0.678	0.071	0.137
DB08687	FG-2216	0.29	0.585	1.073	0.329	-0.437	0.577	0.667	0.792	0.492	0.265
DB01356	Lithium cation	0.292	0.015	0.808	0.895	0.264	0.562	0.427	0.668	0.752	0.502
DB01946	"3-[1-(3-Aminopropyl)-1h-Indol-3-Yl]-4-(1-Methyl-1h-Indol-3-Yl)-1h-Pyrrole-2,5-Dione"	0.292	0.662	-2.058	0.194	0.71	0.581	0.717	0.01	0.415	0.679
DB04786	Suramin	0.295	-0.104	0.519	1.285	0.864	0.56	0.356	0.598	0.879	0.79
DB03929	D-Serine	0.299	0.652	1.039	-0.094	-1.126	0.685	0.757	0.748	0.381	0.078
DB00999	Hydrochlorothiazide	0.301	0.911	0.985	-0.393	-0.934	0.565	0.761	0.764	0.236	0.124
DB01422	Nitroxoline	0.302	0.084	-0.335	-0.003	1.049	0.55	0.449	0.29	0.422	0.841
DB04099	Deamido-Nad+	0.302	0.831	1.905	-1.028	-0.326	0.705	0.812	0.927	0.079	0.275
DB08895	Tofacitinib	0.302	-0.698	0.52	-0.179	-0.987	0.586	0.161	0.632	0.383	0.124
DB00254	Doxycycline	0.305	0.653	-2.929	0.966	1.21	0.558	0.68	0.005	0.737	0.849
DB00898	Ethanol	0.305	1.253	2.825	0.418	-0.17	0.581	0.931	0.995	0.615	0.36
DB01375	Aluminium monostearate	0.306	-0.277	0.995	1.397	0.257	0.591	0.347	0.75	0.823	0.501
DB07013	TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	0.307	0.74	-0.498	0.805	0.042	0.585	0.744	0.072	0.58	0.412
DB07233	N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan	0.307	0.74	-0.498	0.805	0.042	0.585	0.744	0.072	0.58	0.412
DB13025	Tiapride	0.309	0.862	3.531	0.185	-0.837	0.669	0.809	0.992	0.313	0.126
DB04522	Dexfosfoserine	0.31	0.775	-0.508	0.787	-0.218	0.561	0.77	0.223	0.738	0.331
DB08036	"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one"	0.311	0.726	-0.558	-0.102	-0.167	0.561	0.779	0.208	0.36	0.32
DB00740	Riluzole	0.313	0.168	0.343	0.521	-0.456	0.593	0.497	0.54	0.556	0.222
DB00554	Piroxicam	0.317	0.516	2.275	0.266	-0.574	0.604	0.654	0.975	0.497	0.211
DB01587	Ketazolam	0.323	0.123	1.816	0.246	-0.17	0.62	0.496	0.923	0.398	0.341
DB03959	"N,O6-Disulfo-Glucosamine"	0.323	0.938	1.725	0.809	-1.083	0.648	0.835	0.912	0.664	0.096
DB07218	"6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE"	0.327	-0.041	0.512	0.674	0.768	0.578	0.431	0.314	0.688	0.718
DB07272	"N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE"	0.327	-0.041	0.512	0.674	0.768	0.578	0.431	0.314	0.688	0.718
DB09079	Nintedanib	0.328	-0.854	0.123	0.353	1.014	0.582	0.1	0.51	0.614	0.884
DB00494	Entacapone	0.329	0.721	1.071	0.315	-0.366	0.728	0.839	0.786	0.365	0.272
DB13150	Coagulation factor VII human	0.33	0.857	1.159	0.262	-0.739	0.745	0.861	0.796	0.36	0.147
DB00649	Stavudine	0.337	0.066	1.729	-0.029	-0.19	0.791	0.582	0.934	0.385	0.395
DB00879	Emtricitabine	0.337	0.066	1.729	-0.029	-0.19	0.791	0.582	0.934	0.385	0.395
DB01048	Abacavir	0.337	0.066	1.729	-0.029	-0.19	0.791	0.582	0.934	0.385	0.395
DB03431		0.339	-0.213	-0.306	1.091	0.357	0.6	0.314	0.325	0.861	0.584
DB09298	Silibinin	0.34	0.688	1.517	0.442	-1.012	0.604	0.716	0.894	0.572	0.106
DB08882	Linagliptin	0.341	0.731	-2.634	0.496	0.306	0.648	0.752	0.001	0.454	0.535
DB01026	Ketoconazole	0.347	0.475	-0.221	1.839	1.074	0.613	0.66	0.332	0.973	0.88
DB01381	Ginkgo biloba	0.347	0.199	2.238	0.665	-0.174	0.641	0.544	0.967	0.617	0.335
DB00415	Ampicillin	0.349	1.169	-0.823	0.341	-0.599	0.609	0.856	0.155	0.562	0.219
DB03448	2'-Deoxyuridine 3'-Monophosphate	0.349	0.474	0.818	-0.016	0.115	0.555	0.579	0.678	0.517	0.517
DB08339	"6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE"	0.349	0.551	0.695	0.171	-0.546	0.594	0.688	0.61	0.499	0.192
DB00176	Fluvoxamine	0.352	0.498	0.653	0.408	-0.484	0.603	0.638	0.647	0.392	0.235
DB01042	Melphalan	0.352	0.688	-0.46	1.043	0.654	0.592	0.705	0.249	0.746	0.688
DB06616	Bosutinib	0.352	-0.279	0.995	0.161	0.624	0.592	0.255	0.82	0.474	0.784
DB04367	Debromohymenialdisine	0.355	1.685	-1.769	-0.52	-1.09	0.599	0.951	0.016	0.224	0.084
DB03604	Tiratricol	0.356	0.957	0.35	-0.157	-0.909	0.596	0.795	0.252	0.352	0.136
DB00119	Pyruvic acid	0.358	0.219	-0.842	-0.33	-0.579	0.61	0.539	0.117	0.282	0.235
DB00441	Gemcitabine	0.358	0.743	-1.542	-0.258	0.685	0.593	0.762	0.043	0.304	0.751
DB01235	Levodopa	0.358	0.894	1.439	0.185	-0.235	0.611	0.809	0.894	0.529	0.314
DB00728	Rocuronium	0.368	0.581	-0.543	0.12	1.206	0.591	0.699	0.208	0.453	0.912
DB07655	"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE"	0.369	0.599	-0.765	-0.283	0.38	0.603	0.72	0.119	0.297	0.592
DB00342	Terfenadine	0.371	0.091	0.533	1.517	0.27	0.612	0.471	0.63	0.929	0.536
DB00564	Carbamazepine	0.373	0.597	-0.53	0.448	0.321	0.598	0.711	0.218	0.587	0.551
DB03162	"4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid"	0.373	0.447	1.915	-1.281	-1.327	0.703	0.686	0.953	0.059	0.049
DB03322	Dexpropranolol	0.373	0.35	0.621	0.454	0.106	0.527	0.511	0.609	0.577	0.461
DB03940	Oxamic Acid	0.373	0.447	1.915	-1.281	-1.327	0.703	0.686	0.953	0.059	0.049
DB04571	Trioxsalen	0.373	0.541	0.293	0.481	-0.064	0.711	0.751	0.479	0.437	0.401
DB04315	Guanosine-5'-Diphosphate	0.376	0.395	-0.597	-0.433	0.635	0.621	0.613	0.212	0.247	0.705
DB08183		0.38	-0.669	0.922	-0.753	-0.527	0.623	0.193	0.778	0.161	0.237
DB08312	"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE"	0.381	0.342	-0.866	0.367	0.772	0.625	0.595	0.101	0.56	0.759
DB00156	L-Threonine	0.382	0.518	1.511	0.593	-0.363	0.68	0.673	0.877	0.473	0.267
DB00366	Doxylamine	0.382	0.744	1.197	1	-0.561	0.653	0.758	0.795	0.672	0.221
